,ConstituentID,City,County,State,Country,Continent
12023,6353,Damvillers,,missing,France,Europe
5260,3153,Cysoing,,missing,France,Europe
1498,835,Cussy-en-Morvan,,missing,France,Europe
5971,3605,Croisic,,missing,France,Europe
3671,2161,Couterne,,missing,France,Europe
14117,6363,Courrieres,,missing,France,Europe
1357,752,Courbevoie,,missing,France,Europe
4739,2824,Concarneau,,missing,France,Europe
487,263,Colmar,,missing,France,Europe
14350,6932,Clichy,,missing,France,Europe
1509,841,Clermont-Ferrand,,missing,France,Europe
10830,2775,Clermont-Ferrand,Puy-de-DÃ´me,missing,France,Europe
129,77,Chevry-Cossigny,,missing,France,Europe
13055,6498,Chatou,,missing,France,Europe
10893,1183,Charenton-Saint-Maurice,,missing,France,Europe
10852,1984,Chantilly,,missing,France,Europe
62,37,Chamonix,,missing,France,Europe
10904,1770,Chamagne,,missing,France,Europe
14122,6407,Carpentras,,missing,France,Europe
10869,2434,Cannes,,missing,France,Europe
2517,1437,Caen,,missing,France,Europe
2518,1437,Caen,,missing,France,Europe
12603,27415,Caen,,missing,France,Europe
10861,2389,BÃ©ziers,,missing,France,Europe
13049,6500,Buzenval,,missing,France,Europe
2092,1167,Broons,,missing,France,Europe
3049,1759,Breau,,missing,France,Europe
11154,18560,Bourg-en-Bresse,,missing,France,Europe
12491,2753,Bourg-en-Bresse,,missing,France,Europe
698,376,Boulogne-sur-Seine,,missing,France,Europe
14804,6432,Boulogne-sur-Mer,,missing,France,Europe
9436,6145,Boulogne,,missing,France,Europe
3405,1983,Bordeaux,,missing,France,Europe
5068,3036,Bordeaux,,missing,France,Europe
10826,2768,Bordeaux,,missing,France,Europe
11552,27412,Bordeaux,,missing,France,Europe
15088,3974,Bordeaux,,missing,France,Europe
1349,749,Bonnieres-sur-Seine,,missing,France,Europe
10238,7103,Blois,,missing,France,Europe
7291,4435,Bellevue,,missing,France,Europe
901,498,Bayonne,,missing,France,Europe
8794,5562,Bayonne,,missing,France,Europe
14833,6455,Bayeux,,missing,France,Europe
11538,27414,Barbizon,,missing,France,Europe
14873,6507,Barbizon,,missing,France,Europe
15028,3340,Barbizon,,missing,France,Europe
9691,6538,Avignon,,missing,France,Europe
14282,4865,Auxerre,,missing,France,Europe
13625,3296,Asnieres-sur-Seine,,missing,France,Europe
14271,3817,Arbois,,missing,France,Europe
14652,6373,Angouleme,,missing,France,Europe
1477,826,Andelys,,missing,France,Europe
15166,4761,Amiens,,missing,France,Europe
14273,4205,Aiguillon,,missing,France,Europe
14274,4205,Aiguillon,,missing,France,Europe
11617,27476,Adam Isle,,missing,France,Europe
10495,7394,Abbeville,,missing,France,Europe
775,419,missing,,missing,France,Europe
4634,2755,missing,,missing,France,Europe
5658,3409,missing,,missing,France,Europe
6867,4168,missing,,missing,France,Europe
8155,5158,missing,,missing,France,Europe
8358,5278,missing,,missing,France,Europe
8709,5498,missing,,missing,France,Europe
8760,5530,missing,,missing,France,Europe
9555,6240,missing,,missing,France,Europe
10193,7064,missing,,missing,France,Europe
10865,2403,missing,,missing,France,Europe
12628,7007,missing,,missing,France,Europe
12639,7120,missing,,missing,France,Europe
15010,3081,missing,,missing,France,Europe
8744,5520,Rodenbach,,Bavaria,Germany,Europe
3042,1754,Passau,,Bavaria,Germany,Europe
12826,28130,Kronach,,Bavaria,Germany,Europe
15932,30757,Furth,,Bavaria,Germany,Europe
13158,18612,missing,,Gottingen,Germany,Europe
13951,6251,missing,,Saxony,Germany,Europe
12827,28130,Weimar,,Thuringia,Germany,Europe
13061,4176,Siegen,,Westphalia,Germany,Europe
14857,6463,Soest,,Westphalia,Germany,Europe
7573,4621,Zerkow,,missing,Germany,Europe
15204,29711,Zell am Harmersbach,,missing,Germany,Europe
624,333,WÃ¶hrd,,missing,Germany,Europe
1832,1029,Wurzburg,,missing,Germany,Europe
5611,3379,Wuppertal,,missing,Germany,Europe
14918,6542,Wolkenburg,,missing,Germany,Europe
11883,28006,Wittmund,,missing,Germany,Europe
7615,4651,Wiesbaden,,missing,Germany,Europe
8540,5390,Whitten,,missing,Germany,Europe
3838,2264,Weissenberg,,missing,Germany,Europe
7822,4772,Weimar,,missing,Germany,Europe
4343,2565,Uelzen,,missing,Germany,Europe
14377,29187,Tuttlingen,,missing,Germany,Europe
13026,412,Tubingen,,missing,Germany,Europe
5562,3349,Treves,,missing,Germany,Europe
14990,2752,Treptow,,missing,Germany,Europe
4113,2425,Thorn,,missing,Germany,Europe
4145,2452,Stuttgart,,missing,Germany,Europe
4274,2528,Stuttgart,,missing,Germany,Europe
6848,4156,Stuttgart,,missing,Germany,Europe
8176,5173,Stuttgart,,missing,Germany,Europe
10103,6886,Stuttgart,,missing,Germany,Europe
9826,6667,Sonneberg,,missing,Germany,Europe
757,410,Solingen,,missing,Germany,Europe
9815,6663,Solingen,,missing,Germany,Europe
4856,2897,SchwÃ¤bisch GmÃ¼nd,,missing,Germany,Europe
14866,6465,Schrobenhausen,,missing,Germany,Europe
84,49,Schloss Rosenau,,missing,Germany,Europe
8179,5175,Rostock,,missing,Germany,Europe
4749,2831,Rixford,,missing,Germany,Europe
14674,29353,Reudnitz,,missing,Germany,Europe
12948,5100,Regensburg,,missing,Germany,Europe
11752,27826,Prenzlau,,missing,Germany,Europe
14798,6427,Prenzlau,,missing,Germany,Europe
12092,6368,Pirmasens,,missing,Germany,Europe
7521,4585,Pforzheim,,missing,Germany,Europe
6794,4117,Otterberg,,missing,Germany,Europe
15225,28134,Osnabruck,,missing,Germany,Europe
6285,3802,Offenbach,,missing,Germany,Europe
2456,1401,Nuremberg,,missing,Germany,Europe
3801,2243,Nuremberg,,missing,Germany,Europe
6710,4060,Nuremberg,,missing,Germany,Europe
10964,7495,Nuremberg,,missing,Germany,Europe
11607,27442,Nuremberg,,missing,Germany,Europe
12776,5100,Nuremberg,,missing,Germany,Europe
15022,3330,Nuremberg,,missing,Germany,Europe
10806,7059,Niederrossbach,,missing,Germany,Europe
7677,4689,Neidenburg,,missing,Germany,Europe
753,408,Naumberg,,missing,Germany,Europe
16169,30996,Natelfitz,,missing,Germany,Europe
6792,4116,Nassau,,missing,Germany,Europe
5852,3535,Munster,,missing,Germany,Europe
1000,560,Munich,,missing,Germany,Europe
1010,565,Munich,,missing,Germany,Europe
3562,2102,Munich,,missing,Germany,Europe
3817,2256,Munich,,missing,Germany,Europe
5209,3122,Munich,,missing,Germany,Europe
7821,4772,Munich,,missing,Germany,Europe
8167,5168,Munich,,missing,Germany,Europe
10121,6934,Munich,,missing,Germany,Europe
10196,7068,Munich,,missing,Germany,Europe
10236,7102,Munich,,missing,Germany,Europe
10237,7102,Munich,,missing,Germany,Europe
12093,6368,Munich,,missing,Germany,Europe
13148,3947,Munich,,missing,Germany,Europe
13680,27430,Munich,,missing,Germany,Europe
13750,28714,Munich,,missing,Germany,Europe
14867,6465,Munich,,missing,Germany,Europe
14919,6542,Munich,,missing,Germany,Europe
14982,29146,Munich,,missing,Germany,Europe
15068,7211,Munich,,missing,Germany,Europe
16176,30871,Munich,,missing,Germany,Europe
8467,5344,Muhlen-on-Neckar,,missing,Germany,Europe
7117,4328,Morange,,missing,Germany,Europe
4898,2926,Montabour,,missing,Germany,Europe
4387,2594,Minden,,missing,Germany,Europe
7080,4307,Metz,,missing,Germany,Europe
3084,1780,Merseburg,,missing,Germany,Europe
14874,6522,Memmingen,,missing,Germany,Europe
14875,6522,Memmingen,,missing,Germany,Europe
7313,4453,Mannheim,,missing,Germany,Europe
8185,5178,Malente,,missing,Germany,Europe
853,466,Mainz,,missing,Germany,Europe
527,282,Magdeburg,,missing,Germany,Europe
1300,722,LÃ¼beck,,missing,Germany,Europe
8519,5379,Luedenscheid,,missing,Germany,Europe
13565,28609,Lubeck,,missing,Germany,Europe
14953,6514,Lubeck,,missing,Germany,Europe
15014,6433,Lossnitz,,missing,Germany,Europe
4254,2516,Leipzig,,missing,Germany,Europe
4523,2678,Leipzig,,missing,Germany,Europe
5930,3580,Leipzig,,missing,Germany,Europe
8535,5388,Leipzig,,missing,Germany,Europe
5797,3495,Landau,,missing,Germany,Europe
6280,3798,Laasphe,,missing,Germany,Europe
7114,4325,Kronberg,,missing,Germany,Europe
15309,29918,Krefeld,,missing,Germany,Europe
831,453,Kehl,,missing,Germany,Europe
5119,3065,Kassel,,missing,Germany,Europe
9050,5805,Kassel,,missing,Germany,Europe
9053,5806,Kassel,,missing,Germany,Europe
759,412,Karlsruhe,,missing,Germany,Europe
6613,3998,Karlsruhe,,missing,Germany,Europe
7107,4322,Karlsruhe,,missing,Germany,Europe
8388,5300,Karlsruhe,,missing,Germany,Europe
10197,7068,Karlsruhe,,missing,Germany,Europe
4741,2825,Kahla,,missing,Germany,Europe
15364,4321,Ilsenburg,,missing,Germany,Europe
15755,30130,Herford,,missing,Germany,Europe
9873,6691,Hanover,,missing,Germany,Europe
15397,3840,Hammer,,missing,Germany,Europe
1352,750,Hamburg,,missing,Germany,Europe
4935,2946,Hamburg,,missing,Germany,Europe
5864,3545,Hamburg,,missing,Germany,Europe
8908,5707,Hamburg,,missing,Germany,Europe
9248,5972,Hamburg,,missing,Germany,Europe
10234,7101,Hamburg,,missing,Germany,Europe
10484,7379,Hamburg,,missing,Germany,Europe
10811,7372,Hamburg,,missing,Germany,Europe
11971,26992,Hamburg,,missing,Germany,Europe
14121,6401,Hamburg,,missing,Germany,Europe
3000,1726,Halberstadt,,missing,Germany,Europe
14902,26570,Hagen,,missing,Germany,Europe
855,468,Gotha,,missing,Germany,Europe
2704,1548,Gelnhausen,,missing,Germany,Europe
5975,3607,Furth,,missing,Germany,Europe
3874,2282,Freiburg,,missing,Germany,Europe
1146,634,Frankfurt,,missing,Germany,Europe
1148,635,Frankfurt,,missing,Germany,Europe
3651,2148,Frankfurt,,missing,Germany,Europe
6545,3959,Frankfurt,,missing,Germany,Europe
6795,4117,Frankfurt,,missing,Germany,Europe
7113,4325,Frankfurt,,missing,Germany,Europe
8637,5460,Frankfurt,,missing,Germany,Europe
10049,6824,Frankfurt,,missing,Germany,Europe
14893,6561,Frankfurt,,missing,Germany,Europe
8041,4913,Frankenstein,,missing,Germany,Europe
6608,3994,Eydkuhnen,,missing,Germany,Europe
10973,18483,Eutingen,,missing,Germany,Europe
854,467,Essen,,missing,Germany,Europe
8191,5181,Essen,,missing,Germany,Europe
770,417,Eschwege,,missing,Germany,Europe
347,190,Emden,,missing,Germany,Europe
2691,1537,Elberfeld,,missing,Germany,Europe
11123,18377,Elberfeld,,missing,Germany,Europe
7665,4682,Dusseldorf,,missing,Germany,Europe
10697,17970,Dusseldorf,,missing,Germany,Europe
14437,26578,Dusseldorf,,missing,Germany,Europe
15310,29918,Dusseldorf,,missing,Germany,Europe
94,53,Dresden,,missing,Germany,Europe
264,147,Dresden,,missing,Germany,Europe
6249,3782,Dresden,,missing,Germany,Europe
9239,5962,Dresden,,missing,Germany,Europe
13147,3947,Dresden,,missing,Germany,Europe
15013,6433,Dresden,,missing,Germany,Europe
463,250,Dillingen,,missing,Germany,Europe
113,66,Dessau,,missing,Germany,Europe
11608,27442,Dennenlohe,,missing,Germany,Europe
3444,2017,Danzig,,missing,Germany,Europe
2491,1423,Cologne,,missing,Germany,Europe
2544,1455,Cologne,,missing,Germany,Europe
3428,2001,Cologne,,missing,Germany,Europe
6762,4094,Cologne,,missing,Germany,Europe
8915,5717,Cologne,,missing,Germany,Europe
12448,27480,Cologne,,missing,Germany,Europe
14961,29581,Cologne,,missing,Germany,Europe
16101,28958,Cologne,,missing,Germany,Europe
2366,1344,Canig,,missing,Germany,Europe
739,401,Buhl,,missing,Germany,Europe
3451,2021,Budingen,,missing,Germany,Europe
11813,6752,Brunswick,,missing,Germany,Europe
11816,27486,Brunswick,,missing,Germany,Europe
11969,6480,Breslau,,missing,Germany,Europe
13592,2729,Breslau,,missing,Germany,Europe
13817,6595,Breslau,,missing,Germany,Europe
3717,2194,Bremen,,missing,Germany,Europe
8271,5236,Bremen,,missing,Germany,Europe
10507,7401,Bremen,,missing,Germany,Europe
5507,3309,Breddin,,missing,Germany,Europe
79,46,Bottrop,,missing,Germany,Europe
2361,1341,Borghorst,,missing,Germany,Europe
14617,5160,Bonn,,missing,Germany,Europe
7167,4361,Bitterfeld,,missing,Germany,Europe
5300,3177,Biebrich,,missing,Germany,Europe
3650,2148,Berneck,,missing,Germany,Europe
7123,4332,Berndorf,,missing,Germany,Europe
76,45,Berlin,,missing,Germany,Europe
674,365,Berlin,,missing,Germany,Europe
2069,1159,Berlin,,missing,Germany,Europe
2422,1378,Berlin,,missing,Germany,Europe
2973,1711,Berlin,,missing,Germany,Europe
3387,1967,Berlin,,missing,Germany,Europe
4635,2755,Berlin,,missing,Germany,Europe
6485,3920,Berlin,,missing,Germany,Europe
6634,4014,Berlin,,missing,Germany,Europe
6984,4246,Berlin,,missing,Germany,Europe
7726,4712,Berlin,,missing,Germany,Europe
7805,4763,Berlin,,missing,Germany,Europe
8609,5434,Berlin,,missing,Germany,Europe
8781,5550,Berlin,,missing,Germany,Europe
9804,6649,Berlin,,missing,Germany,Europe
10673,7307,Berlin,,missing,Germany,Europe
11970,6480,Berlin,,missing,Germany,Europe
13591,2729,Berlin,,missing,Germany,Europe
14438,26578,Berlin,,missing,Germany,Europe
14632,29436,Berlin,,missing,Germany,Europe
14991,2752,Berlin,,missing,Germany,Europe
15365,4321,Berlin,,missing,Germany,Europe
15945,3798,Berlin,,missing,Germany,Europe
8405,5305,Bergen-Belsen,,missing,Germany,Europe
8432,5325,Bentzen,,missing,Germany,Europe
15017,2244,Bamberg,,missing,Germany,Europe
4500,2666,Baiersbronn,,missing,Germany,Europe
11398,27425,Baden-Baden,,missing,Germany,Europe
13709,1971,Baden-Baden,,missing,Germany,Europe
14391,4662,Augsburg,,missing,Germany,Europe
14826,6438,Augsburg,,missing,Germany,Europe
14959,2007,Augsburg,,missing,Germany,Europe
15229,5549,Augsburg,,missing,Germany,Europe
15398,3840,Ammerland,,missing,Germany,Europe
13681,27430,Ambach,,missing,Germany,Europe
2851,1640,missing,,missing,Germany,Europe
3353,1945,missing,,missing,Germany,Europe
3429,2003,missing,,missing,Germany,Europe
4623,2746,missing,,missing,Germany,Europe
4833,2884,missing,,missing,Germany,Europe
8204,5188,missing,,missing,Germany,Europe
8385,5298,missing,,missing,Germany,Europe
9659,6319,missing,,missing,Germany,Europe
9660,6319,missing,,missing,Germany,Europe
11417,5456,missing,,missing,Germany,Europe
14498,2593,missing,,missing,Germany,Europe
15226,28134,missing,,missing,Germany,Europe
15312,3299,missing,,missing,Germany,Europe
15314,3299,missing,,missing,Germany,Europe
3388,1967,Berlin,,missing,"Germany, Federal Republic of",Europe
13236,2356,missing,,missing,Great Britain,Europe
13262,2335,missing,,missing,Great Britain,Europe
1997,1120,Krokeai,,Sparta,Greece,Europe
363,200,Zante,,missing,Greece,Europe
7542,4595,Yiannina,,missing,Greece,Europe
3796,2238,Tripi,,missing,Greece,Europe
11198,18535,Thessaloniki,Macedonia,missing,Greece,Europe
2081,1164,Salonika,,missing,Greece,Europe
6331,3829,Mytilene,,missing,Greece,Europe
7756,4730,Larissa,,missing,Greece,Europe
2155,1206,Katranitsa,,missing,Greece,Europe
6959,4230,Kastoria,,missing,Greece,Europe
8720,5505,Isari,,missing,Greece,Europe
8029,4908,Heraklion,,missing,Greece,Europe
198,111,Hagios Nikolaos,,missing,Greece,Europe
8109,5128,Cythera,,missing,Greece,Europe
1325,735,Athens,,missing,Greece,Europe
1561,877,Athens,,missing,Greece,Europe
3098,1790,Athens,,missing,Greece,Europe
4555,2701,Athens,,missing,Greece,Europe
14223,1790,Athens,,missing,Greece,Europe
1734,975,Arachova,,missing,Greece,Europe
6202,3760,Amphiklia,,missing,Greece,Europe
18,12,Guatemala City,,missing,Guatemala,Europe
10698,18306,Guatemala City,,missing,Guatemala,Europe
12428,27631,Guatemala City,,missing,Guatemala,Europe
9664,6322,Bartica,,missing,Guyana,Europe
5199,3116,Petion-Ville,,missing,Haiti,Europe
300,168,Les Cayes,,missing,Haiti,Europe
10582,7452,missing,,missing,Haiti,Europe
2023,1134,Hilversum,,missing,Holland,Europe
13392,3066,Dordrecht,,missing,Holland,Europe
13393,3066,Amsterdam,,missing,Holland,Europe
9465,6160,Tela,,missing,Honduras,Europe
10561,7435,Porto Castillo,,missing,Honduras,Europe
6590,3984,Vaniskoc,,missing,Hungary,Europe
7703,4699,Szatmar,,missing,Hungary,Europe
4405,2603,Selyp,,missing,Hungary,Europe
1180,654,Salank,,missing,Hungary,Europe
5448,3266,Rackeve,,missing,Hungary,Europe
6235,3776,Pestujhely,,missing,Hungary,Europe
1013,566,Pecs,,missing,Hungary,Europe
798,431,Nadlac?,,missing,Hungary,Europe
9332,6058,Munkacs,,missing,Hungary,Europe
7181,4371,Kassa,,missing,Hungary,Europe
2242,1267,Debrecen,,missing,Hungary,Europe
2169,1214,Budapest,,missing,Hungary,Europe
2301,1305,Budapest,,missing,Hungary,Europe
2529,1444,Budapest,,missing,Hungary,Europe
2963,1703,Budapest,,missing,Hungary,Europe
3086,1781,Budapest,,missing,Hungary,Europe
4313,2549,Budapest,,missing,Hungary,Europe
4349,2568,Budapest,,missing,Hungary,Europe
4658,2767,Budapest,,missing,Hungary,Europe
6310,3816,Budapest,,missing,Hungary,Europe
8956,5743,Budapest,,missing,Hungary,Europe
9222,5944,Budapest,,missing,Hungary,Europe
9797,6646,Budapest,,missing,Hungary,Europe
10024,6793,Budapest,,missing,Hungary,Europe
11494,5555,Budapest,,missing,Hungary,Europe
15949,30688,Budapest,,missing,Hungary,Europe
5600,3371,Bacsbarsod,,missing,Hungary,Europe
13106,4728,Arad,,missing,Hungary,Europe
2160,1209,missing,,missing,Hungary,Europe
2239,1266,missing,,missing,Hungary,Europe
8865,5679,missing,,missing,Hungary,Europe
8974,5753,missing,,missing,Hungary,Europe
5285,3169,Reykjavik,,missing,Iceland,Europe
14467,29227,Reykjavik,,missing,Iceland,Europe
12950,28287,Proddatur,,Andhra Pradesh,India,Europe
13729,1250,Sridharkhola,,missing,India,Europe
13728,1250,Santiniketan,,missing,India,Europe
16016,817,New Delhi,,missing,India,Europe
924,514,Madras,,missing,India,Europe
6297,3809,Lucknow,,missing,India,Europe
6957,4229,Goregoan,,missing,India,Europe
6743,4080,Fatehpur,,missing,India,Europe
14796,6385,Calcutta,,missing,India,Europe
15980,30686,Aligarh,,missing,India,Europe
8236,5217,missing,,missing,India,Europe
14753,29133,missing,,missing,Iran,Europe
15852,30637,Enniscorthy,,County Wexford,Ireland,Europe
2165,1212,Wexford,,missing,Ireland,Europe
3045,1758,Mulligar,,missing,Ireland,Europe
10464,7335,Manorhamilton,,missing,Ireland,Europe
2753,1578,Limerick,,missing,Ireland,Europe
7709,4705,Kilkenny,,missing,Ireland,Europe
3482,2047,Entrien,,missing,Ireland,Europe
3935,2320,Dunmanway,,missing,Ireland,Europe
1727,971,Dublin,,missing,Ireland,Europe
4044,2388,Dublin,,missing,Ireland,Europe
4867,2905,Dublin,,missing,Ireland,Europe
6296,3809,Dublin,,missing,Ireland,Europe
6496,3928,Dublin,,missing,Ireland,Europe
6735,4076,Dublin,,missing,Ireland,Europe
6736,4076,Dublin,,missing,Ireland,Europe
6742,4080,Dublin,,missing,Ireland,Europe
6932,4213,Dublin,,missing,Ireland,Europe
10782,18467,Dublin,,missing,Ireland,Europe
14920,6546,Dublin,,missing,Ireland,Europe
15291,3402,Dublin,,missing,Ireland,Europe
6759,4089,Cork,,missing,Ireland,Europe
14847,6470,Cork,,missing,Ireland,Europe
484,261,Carrigtwohill,,missing,Ireland,Europe
4065,2398,Ballaghaderrin,,missing,Ireland,Europe
2741,1566,Arranmore,Donegal,missing,Ireland,Europe
1726,971,Anascaul,,missing,Ireland,Europe
7859,4793,Abbeyleix,,missing,Ireland,Europe
5966,3600,missing,,missing,Ireland,Europe
6023,3636,missing,,missing,Ireland,Europe
12637,7212,missing,,missing,Ireland,Europe
15352,29959,missing,,missing,Ireland,Europe
15901,30618,Jerusalem,,Palestine,Israel,Europe
15902,30618,Tel Aviv,,missing,Israel,Europe
4427,2620,Rehovoth,,missing,Israel,Europe
7574,4621,Nahariya,,missing,Israel,Europe
1136,629,Jerusalem,,missing,Israel,Europe
12893,351,Jerusalem,,missing,Israel,Europe
15996,394,Ein Kereme,,missing,Israel,Europe
13684,1979,missing,,Bologna,Italy,Europe
11205,5621,Cava dei Tirreni,,Campania,Italy,Europe
11326,3103,Parma,,Emilia Romagna,Italy,Europe
14383,4818,Ferrara,,Ferrara,Italy,Europe
14386,4818,Ferrara,,Ferrara,Italy,Europe
13013,6497,Rome,,Lazio,Italy,Europe
13051,3938,Rome,,Lazio,Italy,Europe
13057,6504,Rome,,Lazio,Italy,Europe
11544,27244,Arpino,,Lazio,Italy,Europe
13058,6504,Mantua,,Lombardy,Italy,Europe
13012,6497,Urbino,,Marches,Italy,Europe
8791,5560,missing,,Montenero,Italy,Europe
13052,3938,Turin,,Piedmont,Italy,Europe
465,251,Valledolmo,,Sicily,Italy,Europe
1390,769,Partinico,,Sicily,Italy,Europe
12613,3145,Palermo,,Sicily,Italy,Europe
12614,3145,Palermo,,Sicily,Italy,Europe
11859,27522,Messina,,Sicily,Italy,Europe
14375,29141,Caltabellotta,,Sicily,Italy,Europe
1247,693,missing,,Sicily,Italy,Europe
4720,2808,missing,,Sicily,Italy,Europe
11252,2953,Radda,,Tuscany,Italy,Europe
12986,4111,Florence,,Tuscany,Italy,Europe
12987,4111,Florence,,Tuscany,Italy,Europe
12766,800,Terni,,Umbria,Italy,Europe
12936,1488,Verona,,Veneto,Italy,Europe
12937,1488,Verona,,Veneto,Italy,Europe
14884,6527,missing,,Venice,Italy,Europe
1757,991,Vittoria,,missing,Italy,Europe
126,75,Vico,,missing,Italy,Europe
8133,5143,Verona,,missing,Italy,Europe
14929,6920,Verona,,missing,Italy,Europe
1315,730,Venice,,missing,Italy,Europe
4126,2438,Venice,,missing,Italy,Europe
5451,3268,Venice,,missing,Italy,Europe
8134,5143,Venice,,missing,Italy,Europe
13585,3178,Venice,,missing,Italy,Europe
13587,3196,Venice,,missing,Italy,Europe
13686,3675,Venice,,missing,Italy,Europe
13687,3675,Venice,,missing,Italy,Europe
13711,1976,Venice,,missing,Italy,Europe
13712,1976,Venice,,missing,Italy,Europe
13737,3793,Venice,,missing,Italy,Europe
14387,6372,Venice,,missing,Italy,Europe
14388,6372,Venice,,missing,Italy,Europe
14790,1975,Venice,,missing,Italy,Europe
14791,1975,Venice,,missing,Italy,Europe
14941,6529,Venice,,missing,Italy,Europe
14945,6537,Venice,,missing,Italy,Europe
4671,2779,Venaria Reale,,missing,Italy,Europe
7648,4670,Vallombrosa,,missing,Italy,Europe
5618,3385,Turate,,missing,Italy,Europe
431,236,Tufo,,missing,Italy,Europe
13576,3024,Trieste,,missing,Italy,Europe
3278,1898,Treviso,,missing,Italy,Europe
6074,3674,Trapani,,missing,Italy,Europe
6955,4228,Tivoli,,missing,Italy,Europe
13584,3178,Tisano,,missing,Italy,Europe
3934,2315,Taormina,,missing,Italy,Europe
6450,3902,Sulmona,,missing,Italy,Europe
1419,786,Sorio,,missing,Italy,Europe
12220,6375,Siena,,missing,Italy,Europe
14944,6537,Serina,,missing,Italy,Europe
1337,744,Scaria,,missing,Italy,Europe
14679,6399,Sansepolcro,,missing,Italy,Europe
14680,6399,Sansepolcro,,missing,Italy,Europe
5268,3158,Sannicandro Garganico,,missing,Italy,Europe
2078,1163,San Pietro di Cadore,,missing,Italy,Europe
14799,6427,San Piero di Careggio,,missing,Italy,Europe
714,385,San Lorenzo,,missing,Italy,Europe
14341,6473,San Giovanni,,missing,Italy,Europe
1308,727,San Giorgio Albanese,,missing,Italy,Europe
1856,1042,San Fratello,,missing,Italy,Europe
13521,5571,San Angelo in Vado,,missing,Italy,Europe
135,79,Rome,,missing,Italy,Europe
685,371,Rome,,missing,Italy,Europe
785,425,Rome,,missing,Italy,Europe
786,425,Rome,,missing,Italy,Europe
1075,599,Rome,,missing,Italy,Europe
1133,627,Rome,,missing,Italy,Europe
1719,967,Rome,,missing,Italy,Europe
1779,1003,Rome,,missing,Italy,Europe
2878,1652,Rome,,missing,Italy,Europe
2894,1661,Rome,,missing,Italy,Europe
2908,1669,Rome,,missing,Italy,Europe
3571,2108,Rome,,missing,Italy,Europe
3577,2109,Rome,,missing,Italy,Europe
4084,2410,Rome,,missing,Italy,Europe
4147,2453,Rome,,missing,Italy,Europe
4236,2507,Rome,,missing,Italy,Europe
4522,2677,Rome,,missing,Italy,Europe
4672,2779,Rome,,missing,Italy,Europe
4769,2840,Rome,,missing,Italy,Europe
5657,3409,Rome,,missing,Italy,Europe
6250,3782,Rome,,missing,Italy,Europe
6486,3920,Rome,,missing,Italy,Europe
6689,4050,Rome,,missing,Italy,Europe
6698,4053,Rome,,missing,Italy,Europe
6772,4100,Rome,,missing,Italy,Europe
7598,4639,Rome,,missing,Italy,Europe
7842,4784,Rome,,missing,Italy,Europe
8129,5138,Rome,,missing,Italy,Europe
9172,5895,Rome,,missing,Italy,Europe
9735,6600,Rome,,missing,Italy,Europe
10808,4701,Rome,,missing,Italy,Europe
10850,1980,Rome,,missing,Italy,Europe
10905,1770,Rome,,missing,Italy,Europe
11145,18554,Rome,,missing,Italy,Europe
11545,27244,Rome,,missing,Italy,Europe
11565,27444,Rome,,missing,Italy,Europe
12221,6375,Rome,,missing,Italy,Europe
12368,1615,Rome,,missing,Italy,Europe
12554,3026,Rome,,missing,Italy,Europe
12710,3102,Rome,,missing,Italy,Europe
13333,2954,Rome,,missing,Italy,Europe
13471,6217,Rome,,missing,Italy,Europe
13487,1315,Rome,,missing,Italy,Europe
13643,1395,Rome,,missing,Italy,Europe
13704,1708,Rome,,missing,Italy,Europe
13735,1708,Rome,,missing,Italy,Europe
14545,6492,Rome,,missing,Italy,Europe
14571,4119,Rome,,missing,Italy,Europe
14684,6397,Rome,,missing,Italy,Europe
14695,29354,Rome,,missing,Italy,Europe
14730,6421,Rome,,missing,Italy,Europe
14733,1744,Rome,,missing,Italy,Europe
14878,6516,Rome,,missing,Italy,Europe
14910,6558,Rome,,missing,Italy,Europe
14930,6920,Rome,,missing,Italy,Europe
14949,6493,Rome,,missing,Italy,Europe
15018,2386,Rome,,missing,Italy,Europe
15161,4837,Rome,,missing,Italy,Europe
15162,4837,Rome,,missing,Italy,Europe
15308,4903,Rome,,missing,Italy,Europe
15316,29929,Rome,,missing,Italy,Europe
16079,30882,Rome,,missing,Italy,Europe
4100,2421,Pracchia,,missing,Italy,Europe
1314,730,Possagno,,missing,Italy,Europe
186,107,Pontremoli,,missing,Italy,Europe
7025,4276,Pizzo di Calabria,,missing,Italy,Europe
15230,6567,Pitigliano,,missing,Italy,Europe
14732,1744,Pistoia,,missing,Italy,Europe
1954,1095,Pisa,,missing,Italy,Europe
12714,6582,Pisa,,missing,Italy,Europe
14940,6529,Pieve di Cadore,,missing,Italy,Europe
13736,3793,Pietrarossa,,missing,Italy,Europe
14687,1203,Piano de Cilento,,missing,Italy,Europe
13489,1315,Perugia,,missing,Italy,Europe
1329,738,Parma,,missing,Italy,Europe
12906,2263,Pantaneto,,missing,Italy,Europe
2106,1173,Palermo,,missing,Italy,Europe
2609,1496,Palermo,,missing,Italy,Europe
1034,577,Padula,,missing,Italy,Europe
5878,3555,Orani,,missing,Italy,Europe
2282,1294,Nettuno,,missing,Italy,Europe
1415,784,Naples,,missing,Italy,Europe
1416,784,Naples,,missing,Italy,Europe
4786,2853,Naples,,missing,Italy,Europe
5139,3079,Naples,,missing,Italy,Europe
5670,3415,Naples,,missing,Italy,Europe
5694,3431,Naples,,missing,Italy,Europe
6986,4250,Naples,,missing,Italy,Europe
